大客車禁行路段調查表 103.03.21,,,,,,,,,,,,
項次,縣市別,"鄉鎮
市區",路線路名,路線樁號及起迄地名,管制通行措施,路況概述,提報單位,"公告日期
及文號",,,,
603,苗栗縣,南庄鄉,苗21線（東河林道）,10k+400~14k+500,禁行甲、乙類大客車,,苗栗縣政府,苗栗縣政府102.02.01府工道字第1020024815B號公告函,,ok,1 ,
604,苗栗縣,泰安鄉,司馬限林道,"0K～23K+700
苗栗縣警察局中興派出所-雪霸國家公園管理處雪見管理站",禁行甲、乙類大客車,,"苗栗縣政府
行政院農業委員會林務局新竹林區管理處",苗栗縣政府102.02.01府工道字第1020024815B號公告函,,ok,1 ,
605,苗栗縣,泰安鄉,大湖溪林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函,,ok,1 ,
606,苗栗縣,泰安鄉,樂山林道,0k~6k+500,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.11.9竹治字第1022220934公告函,,ok,1 ,
607,苗栗縣,南庄鄉  ,大坪林道,"全線
苗124線36.5k~加里山登山步道入口",禁行甲、乙類大客車,,"行政院農業委員會林務局新竹林區管理處
苗栗縣政府","行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函
苗栗縣政府102.03.14府工道字第1020050493B號公告函",,ok,1 ,
608,苗栗縣,南庄鄉  ,大南林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函,,ok,1 ,
609,苗栗縣,南庄鄉  ,蓬萊林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.7竹治字第102102388公告函,,ok,1 ,
610,苗栗縣,南庄鄉  ,八卦力林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局新竹林區管理處,行政院農業委員會林務局新竹林區管理處102.3.14竹治字第102220231公告函,,ok,1 ,
611,苗栗縣,泰安鄉,麻必浩林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
612,"苗栗縣
臺中市","泰安鄉
和平區",船型山林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
613,"苗栗縣
臺中市","泰安鄉
和平區",西勢山林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
614,臺中市,"新社區
和平區",白毛山林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.03.08投治字第1024220483號函,,ok,1 ,
615,臺中市,和平區,雪山坑林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
616,臺中市,和平區,烏石坑林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
617,臺中市,和平區,觀音山林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
618,臺中市,和平區,八仙山苗圃林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
619,臺中市,和平區,摩天嶺林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
620,臺中市,和平區,平石山林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
621,臺中市,和平區,大雪山林道,5K以上,禁行甲類大客車,,"臺中市政府
行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年8月19日勢字治第1023220465號公告函,,ok,1 ,
622,臺中市,和平區,"大雪山林道
神木支線",全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
623,臺中市,和平區,出雲山林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
624,"臺中市
南投縣","和平區
仁愛鄉",裡冷林道,全線,禁行甲、乙類大客車,"山區道路狹窄
會車困難","行政院農業委員會林務局東勢林區
管理處",行政院農業委員會林務局東勢林區管理處102年3月15日勢字治第1023220133號公告函,,ok,1 ,
625,南投縣,信義鄉,郡大林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
626,南投縣,"水里鄉
信義鄉",人倫林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
627,南投縣,仁愛鄉,卓社林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
628,南投縣,信義鄉,雙龍林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
629,南投縣,仁愛鄉,萬大林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
630,南投縣,"仁愛鄉
國姓鄉",阿冷坑林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
631,南投縣,"國姓鄉
和平區
新社區",長興林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
632,南投縣,仁愛鄉,武界林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
633,南投縣,仁愛鄉,尖台林道,,禁行甲、乙類大客車,,行政院農業委員會林務局南投林區管理處,行政院農業委員會林務局南投林區管理處102.3.8投治字第1024220483號公告函,,ok,1 ,
634,嘉義縣,阿里山鄉,祝山林道（嘉專1）,"0k+485~1k+580
阿里山閣大飯店",禁行甲類大客車,山區道路狹窄無會車空間,"行政院農業委員會林務局嘉義林區管理處
嘉義縣政府","嘉義縣政府102.2.4府建道管字第10200254481號公告函
行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函",,ok,1 ,
635,嘉義縣,阿里山鄉,祝山林道（嘉專1）,"1k+580~4k+667
阿里山閣大飯店~祝山",禁行甲、乙類大客車,山區道路狹窄無會車空間,"行政院農業委員會林務局嘉義林區管理處
嘉義縣政府","嘉義縣政府102.2.4府建道管字第10200254481號公告函
行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函",,ok,1 ,
636,嘉義縣,阿里山鄉,祝山林道（嘉專1-1）,"0k+120~0k+750
阿里山火車站至管制站",禁行甲、乙類大客車,道路平曲線半徑小於12M,"行政院農業委員會林務局嘉義林區管理處
嘉義縣政府","嘉義縣政府102.2.4府建道管字第10200254481號公告函
行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函",,ok,1 ,
637,嘉義縣,阿里山鄉,楠溪林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局嘉義林區管理處,行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函,,ok,1 ,
638,嘉義縣,竹崎鄉,焙仔桶林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局嘉義林區管理處,行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函,,ok,1 ,
639,嘉義縣,阿里山鄉,瀨頭林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局嘉義林區管理處,行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函,,ok,1 ,
640,臺南市,楠西區,南山林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局嘉義林區管理處,行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函,,ok,1 ,
641,高雄市,桃源區,梅蘭林道,全線,禁行甲、乙類大客車,,行政院農業委員會林務局嘉義林區管理處,行政院農業委員會林務局嘉義林區管理處102.2.6嘉字第1025220146號公告函,,ok,1 ,
642,高雄市,"六龜區
桃源區",藤枝林道,全線（藤枝森林遊樂區聯外道路）,禁行甲、乙類大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
643,高雄市,桃源區,雲山林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
644,高雄市,桃源區,高中林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
645,高雄市,"六龜區
桃源區",美瓏山林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
646,高雄市,桃源區,石山林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
647,高雄市,"六龜區
茂林區",扇平林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
648,高雄市,那瑪夏區,三民林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
649,高雄市,甲仙區,五指寮林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
650,屏東縣,獅子鄉,壽卡林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
651,屏東縣,來義鄉,來義林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
652,屏東縣,三地鄉,沙溪林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
653,屏東縣,春日鄉,大漢林道,全線,禁行大客車,山區路段狹窄多彎道，大型車會車困難,行政院農業委員會林務局屏東林區管理處,行政院農業委員會林務局屏東林區管理處102.03.20屏治字第1026220418號,,ok,1 ,
654,臺東縣,延平鄉,延平林道,全線,禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局臺東林區管理處,行政院農業委員會林務局臺東林區管理處102.03.08東治字第1027220057號公告函,,ok,1 ,
655,臺東縣,海瑞鄉,錦屏林道,全線,禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局臺東林區管理處,行政院農業委員會林務局臺東林區管理處102.03.08東治字第1027220057號公告函,,ok,1 ,
656,臺東縣,"海瑞鄉
關山鎮",紅石林道,全線,禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局臺東林區管理處,行政院農業委員會林務局臺東林區管理處102.03.08東治字第1027220057號公告函,,ok,1 ,
657,臺東縣,"臺東市
卑南鄉
太麻里鄉",知本林道,全線,禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局臺東林區管理處,行政院農業委員會林務局臺東林區管理處102.03.08東治字第1027220057號公告函,,ok,1 ,
658,臺東縣,"卑南鄉
延平鄉",利嘉林道,全線,禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局臺東林區管理處,行政院農業委員會林務局臺東林區管理處102.03.08東治字第1027220057號公告函,,ok,1 ,
659,臺東縣,海端鄉,霧鹿林道,全線,禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局臺東林區管理處,行政院農業委員會林務局臺東林區管理處102.03.08東治字第1027220057號公告函,,ok,1 ,
660,花蓮縣,萬榮鄉,西林林道,"0k-39k
西林村至林田山事業區84林班",禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局花蓮林區管理處,行政院農業委員會林務局花蓮林區管理處102.03.18花治字第1028220127號,,ok,1 ,
661,花蓮縣,萬榮鄉,萬榮林道,"0k-47k
明利村至林田山事業區102林班",禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局花蓮林區管理處,行政院農業委員會林務局花蓮林區管理處102.03.18花治字第1028220127號,,ok,1 ,
662,花蓮縣,光復鄉,光復林道,"0k-33k
大馬村至林田山事業區123林班",禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局花蓮林區管理處,行政院農業委員會林務局花蓮林區管理處102.03.18花治字第1028220127號,,ok,1 ,
663,花蓮縣,卓溪鄉,瑞穗林道,"0k-32k
紅葉村至玉里事業區32林班",禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局花蓮林區管理處,行政院農業委員會林務局花蓮林區管理處102.03.18花治字第1028220127號,,ok,1 ,
664,花蓮縣,卓溪鄉,中平林道,"0k-19k
中平村至玉里事業區38林班",禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局花蓮林區管理處,行政院農業委員會林務局花蓮林區管理處102.03.18花治字第1028220127號,,ok,1 ,
665,花蓮縣,卓溪鄉,長良林道,"0k-40k
長良里至秀姑巒事業區44林班",禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局花蓮林區管理處,行政院農業委員會林務局花蓮林區管理處102.03.18花治字第1028220127號,,ok,1 ,
666,花蓮縣,秀林鄉,和平林道,全線,禁行甲、乙、丙、丁類大客車,"山區道路狹窄
會車困難",行政院農業委員會林務局羅東林區管理處,行政院農業委員會林務局羅東林區管理處102.03.15羅治字第1021110229號,,,,
667,苗栗縣,竹南鎮,義山橋,,禁行15噸以上大型車輛,橋梁因梁底鋼筋鏽蝕，承載力降低,苗栗縣竹南鎮公所,"苗栗縣竹南鎮公所
103.03.11苗竹鎮建字第1030005635B號函",,ok,1 ,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
