鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
信義區,房地(土地+建物),臺北市信義區松山路287巷1~30號,38.25,商,,,10302,土地1建物1車位0,一層，平台,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,127.05,3,2,3,有,無,43150000,339630,,0.0,0
南港區,房地(土地+建物),臺北市南港區研究院路二段70巷37弄1~30號,10.02,住,,,10302,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,38.440000000000005,3,2,2,有,有,1583665,41198,,0.0,0
信義區,房地(土地+建物),臺北市信義區基隆路一段364巷1~30號,23.56,住,,,10301,土地3建物1車位0,十一層,012,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0720901,119.27,3,2,2,有,有,29220000,244990,,0.0,0
信義區,房地(土地+建物),臺北市信義區忠孝東路五段423巷6弄1~30號,10.18,住,,,10301,土地1建物1車位0,一層,005,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0780428,40.56,3,2,2,有,無,2910000,71746,,0.0,0
北投區,土地,振興段二小段421~450地號,5.0,其他,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1800000,360000,,0.0,0
北投區,土地,泉源段二小段631~660地號,0.15,其他,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000,0,,0.0,0
北投區,房地(土地+建物),臺北市北投區中山北路七段219巷3弄61~90號,20.8,住,,,10301,土地1建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730920,94.09,3,1,2,有,有,12600000,133914,,0.0,0
北投區,房地(土地+建物),臺北市北投區幽雅路1~30號,11.6,其他,,,10302,土地1建物1車位0,八層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980205,71.77000000000001,0,1,2,有,有,9260000,129023,,0.0,0
北投區,土地,豐年段一小段181~210地號,258.75,農,,,10212,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6880000,26589,,0.0,0
士林區,房地(土地+建物),臺北市士林區大東路88巷1~30號,52.75,商,,,10302,土地1建物1車位0,一層，地下層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0600719,157.79,3,2,2,有,無,11600000,73515,,0.0,0
大安區,房地(土地+建物),臺北市大安區仁愛路四段222巷1~30號,4.36,住,,,10301,土地1建物1車位0,三層,009,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0940202,25.75,1,1,1,有,有,12500000,485437,,0.0,0
北投區,土地,洲美段二小段331~360地號,34.97,農,,,10302,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1510000,43180,,0.0,0
北投區,土地,洲美段二小段331~360地號,52.63,農,,,10302,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2270000,43131,,0.0,0
士林區,房地(土地+建物),臺北市士林區通河東街二段1~30號,48.99,住,,,10302,土地3建物1車位0,二層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680607,227.39,3,2,2,有,有,31000000,136330,,0.0,0
大安區,房地(土地+建物)+車位,臺北市大安區仁愛路四段421~450號,16.27,住,,,10211,土地2建物1車位1,十一層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0770501,194.95999999999998,3,2,2,有,有,71000000,364177,坡道平面,0.0,0
大安區,房地(土地+建物),臺北市大安區和平東路三段1巷26弄1~30號,21.61,住,,,10301,土地1建物1車位0,十七層,017,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,111.30000000000001,2,2,2,有,有,13000000,116791,,0.0,0
大安區,房地(土地+建物),臺北市大安區和平東路三段1巷26弄1~30號,21.05,住,,,10301,土地1建物1車位0,十七層,017,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,0740522,109.08,3,2,2,有,有,13000000,119179,,0.0,0
大安區,房地(土地+建物),臺北市大安區泰順街2巷1~30號,27.4,住,,,10302,土地2建物1車位0,三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730120,95.03,3,2,2,有,無,9225895,97084,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區東華街二段1~30號,26.9,住,,,10302,土地1建物1車位1,十層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020923,193.26,2,2,2,有,有,32140000,202704,升降平面,43.83,1850000
南港區,房地(土地+建物),臺北市南港區研究院路二段182巷61~90號,28.51,住,,,10303,土地2建物1車位0,四層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,104.7,3,1,2,有,無,10200000,97421,,0.0,0
士林區,房地(土地+建物),臺北市士林區天玉街27巷1~30號,26.18,住,,,10301,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710715,115.9,3,2,1,有,無,18800000,162209,,0.0,0
北投區,房地(土地+建物),臺北市北投區中央北路四段577巷27弄1~30號,39.25,住,,,10302,土地2建物1車位0,三層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660823,116.28,3,2,1,有,無,3530800,30365,,0.0,0
士林區,房地(土地+建物),臺北市士林區忠義街91巷1~30號,26.15,住,,,10301,土地1建物1車位0,五層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750219,100.73,3,2,2,有,無,17080000,169562,,0.0,0
信義區,房地(土地+建物),臺北市信義區忠孝東路五段236巷3弄1~30號,22.13,商,,,10302,土地2建物1車位0,六層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.62,2,1,2,有,有,28000000,236048,,0.0,0
中山區,房地(土地+建物)+車位,臺北市中山區吉林路121~150號,42.72,商,,,10301,土地2建物1車位2,九層,013,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990701,310.17999999999995,3,2,3,有,有,68190000,219840,坡道平面,77.96,0
大安區,土地,懷生段三小段301~330地號,38.15,其他,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,37901865,993496,,0.0,0
文山區,房地(土地+建物),臺北市文山區景美街5巷1~30號,26.33,住,,,10301,土地1建物2車位0,全,002,透天厝,住家用,加強磚造,0680308,42.53,2,1,1,有,無,17300000,406772,,0.0,0
文山區,房地(土地+建物),臺北市文山區景美街5巷1~30號,52.67,住,,,10301,土地1建物2車位0,全,002,透天厝,住家用,加強磚造,0680308,85.05,2,1,1,有,無,34000000,399765,,0.0,0
中正區,房地(土地+建物),臺北市中正區羅斯福路三段210巷8弄1~30號,6.66,住,,,10301,土地1建物1車位0,一層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,54.93,3,2,2,有,無,2251488,40988,,0.0,0
大安區,房地(土地+建物),臺北市大安區忠孝東路四段170巷6弄1~30號,24.83,住,,,10302,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.03,3,2,3,有,無,43500000,299938,,0.0,0
大安區,車位,臺北市大安區羅斯福路二段81巷1~30號,3.25,住,,,10302,土地0建物0車位1,一層,008,其他,見其他登記事項,鋼筋混凝土造,0950704,36.1,0,0,0,有,有,1960000,,升降平面,0.0,1960000
大安區,房地(土地+建物),臺北市大安區基隆路二段121~150號,3.59,商,,,10302,土地1建物1車位0,六層,012,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,0941111,34.31,1,1,2,有,無,11550000,336637,,0.0,0
大安區,房地(土地+建物),臺北市大安區敦化南路一段187巷31~60號,16.14,住,,,10212,土地1建物1車位0,三層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840809,102.51,2,1,1,有,有,6840000,66725,,0.0,0
大安區,車位,臺北市大安區忠孝東路四段205巷7弄1~30號,7.11,商,,,10212,土地0建物0車位2,停車場,012,其他,停車空間,鋼筋混凝土造,0660713,63.15,0,0,0,有,有,6400000,,坡道平面,19.1,0
大安區,房地(土地+建物),臺北市大安區樂利路61~90號,22.74,住,,,10212,土地1建物1車位0,一層,007,店面(店鋪),商業用,鋼筋混凝土造,0750108,101.4,0,2,2,有,無,31000000,305720,,0.0,0
大安區,房地(土地+建物),臺北市大安區仁愛路三段1~30號,14.42,住,,,10212,土地2建物1車位0,七層,012,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,77.57,3,1,1,有,有,8450000,108934,,0.0,0
大安區,房地(土地+建物),臺北市大安區大安路一段1~30號,9.68,住,,,10301,土地1建物1車位0,四層,007,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680925,49.71,1,1,1,有,有,12680000,255079,,0.0,0
大安區,房地(土地+建物),臺北市大安區基隆路二段271~300號,15.76,住,,,10212,土地1建物1車位0,七層,012,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0760401,111.09,3,2,2,有,有,25000000,225043,,0.0,0
大安區,土地,復興段一小段451~480地號,89.0,其他,,,10302,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4000000,44944,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,26.62,工,,,10301,土地1建物1車位1,四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,136.22,0,0,0,無,無,14080000,118809,坡道平面,32.44,1750000
北投區,房地(土地+建物),臺北市北投區泉源路31~60號,8.15,住,,,10302,土地2建物1車位0,九層,011,套房(1房1廳1衛),住家用,鋼筋混凝土造,0740117,57.18,1,1,1,有,有,5700000,99685,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段61~90號,61.77,住,,,10302,土地1建物1車位1,一層，夾層,016,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1000304,304.90999999999997,0,0,0,無,有,96016000,362977,坡道平面,48.1,2800000
北投區,房地(土地+建物),臺北市北投區崇仁路一段61~90號,25.25,住,,,10302,土地1建物1車位0,四層,004,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0911024,82.37,2,1,1,有,無,12600000,152968,,0.0,0
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段811巷31~60號,53.86,住,,,10302,土地1建物1車位1,六層,008,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791005,189.99,3,2,2,有,有,36300000,191063,坡道平面,35.9,0
北投區,房地(土地+建物)+車位,臺北市士林區崇仁路一段151~180號,9.59,住,,,10301,土地1建物1車位1,五層，電梯樓梯間,014,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870729,65.49,1,1,1,有,有,5500000,83982,坡道平面,0.0,0
士林區,房地(土地+建物),臺北市士林區德行東路358巷2弄1~30號,47.88,住,,,10302,土地1建物1車位0,二層，一層，三層,005,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770521,158.32,4,1,3,有,有,32500000,205280,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,27.39,工,,,10301,土地1建物1車位1,四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,136.17000000000002,0,0,0,無,無,15400000,126542,坡道平面,27.51,1650000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,28.0,工,,,10301,土地1建物1車位1,九層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,142.07,0,0,0,無,無,16550000,135000,坡道平面,32.44,1750000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷1~30號,51.72,工,,,10301,土地1建物1車位2,六層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,265.90999999999997,0,0,0,無,無,32680000,140178,坡道平面,64.88,4500000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,28.46,工,,,10301,土地1建物1車位1,二層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,139.99,0,0,0,無,無,15050000,119132,坡道平面,27.51,1650000
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷31~60號,15.56,工,,,10301,土地1建物1車位0,六層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,65.41,0,0,0,無,無,8140000,124446,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,17.47,工,,,10301,土地1建物1車位1,九層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,97.85,0,0,0,無,無,10100000,127656,坡道平面,32.44,1750000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,28.53,工,,,10301,土地1建物1車位1,二層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,140.25,0,0,0,無,無,15750000,125067,坡道平面,27.51,1650000
北投區,房地(土地+建物),臺北市北投區石牌路二段315巷28弄1~30號,9.99,住,,,10302,土地1建物2車位0,一層,005,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811009,44.58,1,2,1,有,有,7250000,162629,,0.0,0
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷1~30號,17.24,工,,,10301,土地1建物1車位0,十二層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,72.3,0,0,0,無,無,9980000,138036,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,25.63,工,,,10301,土地1建物1車位1,一層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,128.7,0,0,0,無,無,17230000,153968,坡道平面,27.51,1650000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,26.62,工,,,10301,土地1建物1車位1,四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,136.22,0,0,0,無,無,14080000,118809,坡道平面,32.44,1750000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,16.48,工,,,10301,土地1建物1車位1,九層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,90.38,0,0,0,無,無,9920000,131541,坡道平面,27.51,1650000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,16.55,工,,,10301,土地1建物1車位1,三層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,90.5,0,0,0,無,無,9230000,120337,坡道平面,27.51,1650000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,16.55,工,,,10301,土地1建物1車位1,七層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,90.5,0,0,0,無,無,9370000,122559,坡道平面,27.51,1650000
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷61~90號,15.03,工,,,10301,土地1建物1車位0,三層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,62.989999999999995,0,0,0,無,無,9100000,144467,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,28.0,工,,,10301,土地1建物1車位1,六層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,142.07,0,0,0,無,無,18780000,150780,坡道平面,32.44,2250000
士林區,土地,芝蘭段四小段1~30地號,1629.25,其他,,,10302,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15000000,9207,,0.0,0
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷31~60號,14.49,工,,,10301,土地1建物1車位0,七層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,60.73,0,0,0,無,無,7600000,125144,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,16.4,工,,,10301,土地1建物1車位1,三層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,93.16999999999999,0,0,0,無,無,8970000,122180,坡道平面,32.44,1550000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,27.08,工,,,10301,土地1建物1車位1,七層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,138.08999999999997,0,0,0,無,無,18100000,150024,坡道平面,32.44,2250000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,16.48,工,,,10301,土地1建物1車位1,四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,90.38,0,0,0,無,無,9180000,119771,坡道平面,27.51,1650000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷31~60號,16.48,工,,,10301,土地1建物1車位1,八層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,90.38,0,0,0,無,無,10330000,138063,坡道平面,27.51,1650000
北投區,房地(土地+建物),臺北市北投區中央北路四段515巷61~90號,15.03,工,,,10301,土地0建物1車位0,四層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,62.989999999999995,0,0,0,無,無,7980000,126687,,0.0,0
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,16.55,工,,,10301,土地1建物1車位1,六層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,79.25,0,0,0,無,無,10990000,176652,坡道平面,27.51,1850000
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段515巷61~90號,16.55,工,,,10301,土地1建物1車位1,八層,014,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021129,90.5,0,0,0,無,無,11530000,153675,坡道平面,27.51,1850000
